id,contestId,creationTimeSeconds,relativeTimeSeconds,problemIndex,problemRating,tags,authorhandle,programmingLanguage,timeConsumedMillis,memoryConsumedBytes,verdict
57878344,1015,1564295820,2147483647,A,700,implementation,Dejokz,Java 8,124,0,OK
57866160,1015,1564261827,2147483647,D,1600,constructive algorithms-greedy,NikDude,Java 8,873,0,OK
57810721,1015,1564161088,2147483647,D,1600,constructive algorithms-greedy,adeepgarg13,Java 8,140,2662400,OK
57805514,1015,1564153260,2147483647,E1,1700,brute force-dp-greedy,adeepgarg13,Java 8,124,0,OK
57610181,1015,1563912934,2147483647,A,700,implementation,fedorizmalkov,Java 8,109,0,OK
57585452,1015,1563877624,2147483647,C,1100,sortings,cyberAce,Java 8,171,0,OK
57585189,1015,1563877267,2147483647,C,1100,sortings,cyberAce,Java 8,1000,0,TIME_LIMIT_EXCEEDED
57584810,1015,1563876686,2147483647,C,1100,sortings,cyberAce,Java 8,1000,0,TIME_LIMIT_EXCEEDED
57584605,1015,1563876416,2147483647,C,1100,sortings,cyberAce,Java 8,1000,0,TIME_LIMIT_EXCEEDED
57584401,1015,1563876103,2147483647,C,1100,sortings,cyberAce,Java 8,1000,0,TIME_LIMIT_EXCEEDED
57555786,1015,1563824317,2147483647,A,700,implementation,Lenaleol,Java 8,124,0,OK
57479062,1015,1563758158,2147483647,A,700,implementation,vvenkai,Java 8,109,0,OK
57467935,1015,1563726648,2147483647,A,700,implementation,Rohinee136,Java 8,140,0,OK
57454281,1015,1563706656,2147483647,A,700,implementation,hadhoryth,Java 8,140,0,OK
57392104,1015,1563638019,2147483647,A,700,implementation,geek1234,Java 8,139,0,OK
57372824,1015,1563622118,2147483647,A,700,implementation,zain025,Java 8,140,0,OK
57319938,1015,1563528916,2147483647,A,700,implementation,Joao_Ribeiro,Java 8,124,0,OK
57265874,1015,1563433677,2147483647,A,700,implementation,ummd,Java 8,124,0,OK
57202921,1015,1563373285,2147483647,B,1300,implementation,goalboy,Java 8,171,0,OK
57075755,1015,1563167097,2147483647,A,700,implementation,AllenYe,Java 8,140,0,OK
57018229,1015,1563108079,2147483647,A,700,implementation,BerserkVl,Java 8,109,0,OK
56812563,1015,1562778360,2147483647,A,700,implementation,kaiibe,Java 8,140,0,OK
56700072,1015,1562575431,2147483647,C,1100,sortings,dtrifonov32,Java 8,1000,0,TIME_LIMIT_EXCEEDED
56699876,1015,1562575194,2147483647,C,1100,sortings,dtrifonov32,Java 8,1000,0,TIME_LIMIT_EXCEEDED
56671030,1015,1562504902,2147483647,A,700,implementation,supriya_9899,Java 8,140,0,OK
56438017,1015,1562079718,2147483647,C,1100,sortings,beykus,Java 8,436,0,OK
56437896,1015,1562079548,2147483647,C,1100,sortings,beykus,Java 8,1000,0,TIME_LIMIT_EXCEEDED
56241857,1015,1561747886,2147483647,A,700,implementation,mennafadali,Java 8,124,0,OK
56166030,1015,1561645226,2147483647,A,700,implementation,tobitherobot,Java 8,124,0,OK
56030450,1015,1561454119,2147483647,C,1100,sortings,foreverlearner,Java 8,140,0,OK
56028003,1015,1561449558,2147483647,A,700,implementation,16bce108,Java 8,140,0,OK
56012224,1015,1561401907,2147483647,A,700,implementation,rizwankareem006,Java 8,140,0,OK
55971353,1015,1561301992,2147483647,B,1300,implementation,ashcodish,Java 8,171,0,OK
55948413,1015,1561240716,4716,D,1600,constructive algorithms-greedy,the41,Java 8,124,2764800,OK
55947827,1015,1561238562,2562,C,1100,sortings,the41,Java 8,171,0,OK
55947618,1015,1561237725,1725,B,1300,implementation,the41,Java 8,109,0,OK
55947187,1015,1561236248,248,A,700,implementation,the41,Java 8,124,0,OK
55848735,1015,1561080029,3149,C,1100,sortings,Jetch,Java 8,171,0,OK
55848474,1015,1561078923,2043,B,1300,implementation,Jetch,Java 8,124,0,OK
55848260,1015,1561077686,806,A,700,implementation,Jetch,Java 8,109,0,OK
55837387,1015,1561046717,2147483647,A,700,implementation,beykus,Java 8,140,0,OK
55811668,1015,1561003894,2147483647,C,1100,sortings,ashcodish,Java 8,451,0,OK
55811487,1015,1561003460,2147483647,C,1100,sortings,ashcodish,Java 8,1000,0,TIME_LIMIT_EXCEEDED
55811358,1015,1561003140,2147483647,C,1100,sortings,ashcodish,Java 8,1000,0,TIME_LIMIT_EXCEEDED
55708779,1015,1560848924,2147483647,A,700,implementation,Ler4ik,Java 8,140,0,OK
55679774,1015,1560774370,2147483647,A,700,implementation,Erbolchik,Java 8,140,0,OK
55591582,1015,1560602649,2147483647,D,1600,constructive algorithms-greedy,ragpatel8742,Java 8,811,0,OK
55590080,1015,1560599441,2147483647,C,1100,sortings,ragpatel8742,Java 8,186,0,OK
55589580,1015,1560598444,2147483647,C,1100,sortings,ragpatel8742,Java 8,1000,0,TIME_LIMIT_EXCEEDED
55589534,1015,1560598369,2147483647,C,1100,sortings,ragpatel8742,Java 8,1000,0,TIME_LIMIT_EXCEEDED
55589437,1015,1560598172,2147483647,C,1100,sortings,ragpatel8742,Java 8,1000,0,TIME_LIMIT_EXCEEDED
55589393,1015,1560598098,2147483647,C,1100,sortings,ragpatel8742,Java 8,1000,0,TIME_LIMIT_EXCEEDED
55589286,1015,1560597904,2147483647,C,1100,sortings,ragpatel8742,Java 8,1000,0,TIME_LIMIT_EXCEEDED
55588270,1015,1560595958,2147483647,B,1300,implementation,ragpatel8742,Java 8,109,0,OK
55586437,1015,1560592117,2147483647,A,700,implementation,ragpatel8742,Java 8,109,0,OK
55576351,1015,1560562343,2147483647,A,700,implementation,Youssef_Rashad,Java 8,140,0,OK
55561947,1015,1560517795,2147483647,A,700,implementation,HishamDroubi,Java 8,140,0,OK
55545317,1015,1560476213,2147483647,E1,1700,brute force-dp-greedy,O_E,Java 8,124,0,OK
55544085,1015,1560468079,2147483647,E2,2000,binary search-dp-greedy,O_E,Java 8,389,126464000,OK
55536008,1015,1560443198,2147483647,E2,2000,binary search-dp-greedy,O_E,Java 8,3000,37376000,TIME_LIMIT_EXCEEDED
55535990,1015,1560443171,2147483647,E1,1700,brute force-dp-greedy,O_E,Java 8,124,0,OK
55534700,1015,1560440537,2147483647,D,1600,constructive algorithms-greedy,O_E,Java 8,140,2867200,OK
55534561,1015,1560440131,6931,E2,2000,binary search-dp-greedy,TheSawan,Java 8,3000,137420800,TIME_LIMIT_EXCEEDED
55534551,1015,1560440106,6906,E1,1700,brute force-dp-greedy,TheSawan,Java 8,124,0,OK
55533956,1015,1560438868,5668,D,1600,constructive algorithms-greedy,Hemose,Java 8,139,0,OK
55533748,1015,1560438428,5228,B,1300,implementation,Hemose,Java 8,124,0,OK
55533682,1015,1560438326,5126,E2,2000,binary search-dp-greedy,Hemose,Java 8,3000,86425600,TIME_LIMIT_EXCEEDED
55533525,1015,1560437993,4792,E2,2000,binary search-dp-greedy,Hemose,Java 8,3000,37171200,TIME_LIMIT_EXCEEDED
55533500,1015,1560437947,4747,E1,1700,brute force-dp-greedy,Hemose,Java 8,124,0,OK
55533034,1015,1560436905,3705,D,1600,constructive algorithms-greedy,TheSawan,Java 8,139,0,OK
55532218,1015,1560435199,1999,C,1100,sortings,TheSawan,Java 8,186,0,OK
55532133,1015,1560435015,1815,C,1100,sortings,O_E,Java 8,187,0,OK
55531868,1015,1560434436,1236,B,1300,implementation,TheSawan,Java 8,109,0,OK
55531826,1015,1560434335,1135,B,1300,implementation,O_E,Java 8,109,0,OK
55531726,1015,1560434173,973,C,1100,sortings,Hemose,Java 8,171,0,OK
55531366,1015,1560433594,394,A,700,implementation,TheSawan,Java 8,109,0,OK
55531326,1015,1560433525,325,A,700,implementation,Hemose,Java 8,109,0,OK
55531280,1015,1560433422,222,A,700,implementation,O_E,Java 8,124,0,OK
55274471,1015,1559930886,3186,D,1600,constructive algorithms-greedy,caoash,Java 8,171,0,OK
55273482,1015,1559929091,1391,C,1100,sortings,caoash,Java 8,342,0,OK
55273255,1015,1559928689,989,B,1300,implementation,caoash,Java 8,124,0,OK
55272771,1015,1559927811,111,A,700,implementation,caoash,Java 8,109,0,OK
55222574,1015,1559854240,2147483647,A,700,implementation,insane_28,Java 8,109,0,OK
55205771,1015,1559824170,2147483647,A,700,implementation,wretar,Java 8,108,0,OK
55086954,1015,1559652962,2147483647,D,1600,constructive algorithms-greedy,zmurzagaliev,Java 8,155,6041600,OK
54982898,1015,1559484401,2147483647,C,1100,sortings,giulietta,Java 8,421,0,OK
54966605,1015,1559457764,2147483647,A,700,implementation,gauravjoshi12379,Java 8,109,0,OK
54955427,1015,1559427724,2147483647,B,1300,implementation,bodziozet,Java 8,140,0,OK
54853747,1015,1559239526,2147483647,A,700,implementation,rizqycf27,Java 8,109,0,OK
54753936,1015,1559052490,2147483647,C,1100,sortings,giulietta,Java 8,1000,0,TIME_LIMIT_EXCEEDED
54563346,1015,1558710236,2147483647,A,700,implementation,hctep,Java 8,124,0,OK
54490769,1015,1558538376,2147483647,A,700,implementation,KingAdam,Java 8,124,0,OK
54458802,1015,1558459431,2147483647,A,700,implementation,Yash57,Java 8,139,0,OK
