id,contestId,creationTimeSeconds,relativeTimeSeconds,problemIndex,problemRating,tags,authorhandle,programmingLanguage,timeConsumedMillis,memoryConsumedBytes,verdict
57851536,1082,1564233581,2147483647,B,1600,greedy,mike2003,Java 8,140,0,OK
57782503,1082,1564122708,2147483647,B,1600,greedy,AllenYe,Java 8,155,0,OK
57176671,1082,1563342568,2147483647,C,1600,greedy-sortings,Harbin,Java 8,514,5939200,OK
57116095,1082,1563221745,2147483647,A,1200,math,ashcodish,Java 8,170,0,OK
57007311,1082,1563089284,2147483647,C,1600,greedy-sortings,o.radwan,Java 8,202,5427200,OK
56992332,1082,1563044800,1840,A,1200,math,o.radwan,Java 8,124,0,OK
56992054,1082,1563044129,1169,B,1600,greedy,o.radwan,Java 8,124,0,OK
56852636,1082,1562862647,2147483647,C,1600,greedy-sortings,O_E,Java 8,296,4198400,OK
56822922,1082,1562810936,2147483647,B,1600,greedy,hakr2104,Java 8,155,0,OK
56638577,1082,1562451276,3276,A,1200,math,RehamNaguib,Java 8,109,0,OK
56321542,1082,1561907526,2147483647,A,1200,math,hoang171220001,Java 8,171,0,OK
55561771,1082,1560517424,2147483647,A,1200,math,Ikari_stream,Java 8,186,0,OK
55374483,1082,1560099766,2147483647,A,1200,math,Dejokz,Java 8,124,0,OK
55318198,1082,1560043731,2147483647,A,1200,math,caoash,Java 8,109,0,OK
54766647,1082,1559064385,2147483647,E,2000,binary search-dp-greedy,hzy9819,Java 8,686,0,OK
54730491,1082,1558998959,2147483647,B,1600,greedy,Java,Java 8,124,0,OK
54284206,1082,1558105296,2147483647,A,1200,math,KrisDo,Java 8,155,0,OK
53943521,1082,1557464524,2147483647,B,1600,greedy,jebaited,Java 8,124,0,OK
53942693,1082,1557462360,2147483647,C,1600,greedy-sortings,jebaited,Java 8,171,0,OK
53868956,1082,1557298077,2147483647,C,1600,greedy-sortings,zmurzagaliev,Java 8,280,14643200,OK
53868815,1082,1557297692,2147483647,C,1600,greedy-sortings,zmurzagaliev,Java 8,2000,14643200,TIME_LIMIT_EXCEEDED
53868758,1082,1557297573,2147483647,C,1600,greedy-sortings,zmurzagaliev,Java 8,2000,14643200,TIME_LIMIT_EXCEEDED
53855175,1082,1557243844,2147483647,C,1600,greedy-sortings,zmurzagaliev,Java 8,2000,4710400,TIME_LIMIT_EXCEEDED
53854777,1082,1557243120,2147483647,C,1600,greedy-sortings,zmurzagaliev,Java 8,2000,4710400,TIME_LIMIT_EXCEEDED
53854021,1082,1557241395,2147483647,C,1600,greedy-sortings,zmurzagaliev,Java 8,2000,4812800,TIME_LIMIT_EXCEEDED
53845648,1082,1557225833,2147483647,B,1600,greedy,zmurzagaliev,Java 8,124,0,OK
53474246,1082,1556461755,2147483647,A,1200,math,mkhalel211,Java 8,124,0,OK
53306926,1082,1556250161,2147483647,F,2900,dp-strings-trees,2162851,Java 8,1466,15052800,OK
52793552,1082,1555354565,2147483647,B,1600,greedy,hasan5788,Java 8,124,0,OK
52275759,1082,1554302584,2147483647,F,2900,dp-strings-trees,Ahmad,Java 8,701,146329600,OK
52218303,1082,1554179644,2147483647,G,2400,flows-graphs,xodiac,Java 8,124,0,OK
52218258,1082,1554179505,2147483647,G,2400,flows-graphs,xodiac,Java 8,124,0,OK
52216679,1082,1554172753,2147483647,G,2400,flows-graphs,Ahmad,Java 8,109,0,OK
51976972,1082,1553870387,6587,E,2000,binary search-dp-greedy,xodiac,Java 8,202,21299200,OK
51975760,1082,1553868927,5127,D,1800,constructive algorithms-graphs-implementation,xodiac,Java 8,124,0,OK
51974101,1082,1553866805,3005,C,1600,greedy-sortings,xodiac,Java 8,155,4812800,OK
51973584,1082,1553866160,2360,B,1600,greedy,xodiac,Java 8,124,0,OK
51972802,1082,1553864974,1174,A,1200,math,xodiac,Java 8,124,0,OK
51837455,1082,1553540951,2147483647,B,1600,greedy,woidjoe,Java 8,140,0,OK
51806225,1082,1553464946,2147483647,C,1600,greedy-sortings,woidjoe,Java 8,577,5427200,OK
51769330,1082,1553362332,2147483647,B,1600,greedy,tqsx,Java 8,171,0,OK
51762689,1082,1553351166,2147483647,B,1600,greedy,tqsx,Java 8,2000,0,TIME_LIMIT_EXCEEDED
51762349,1082,1553350714,2147483647,B,1600,greedy,tqsx,Java 8,2000,0,TIME_LIMIT_EXCEEDED
51733175,1082,1553295736,2147483647,A,1200,math,tqsx,Java 8,170,0,OK
51468807,1082,1552970667,2147483647,B,1600,greedy,Whiplash99,Java 8,140,0,OK
51459939,1082,1552935640,1840,A,1200,math,Whiplash99,Java 8,139,0,OK
51435350,1082,1552888613,6833,E,2000,binary search-dp-greedy,jwozniak,Java 8,530,66662400,OK
51434584,1082,1552886320,4540,C,1600,greedy-sortings,jwozniak,Java 8,327,15257600,OK
51433958,1082,1552883759,1979,B,1600,greedy,jwozniak,Java 8,109,0,OK
51433801,1082,1552882990,1210,A,1200,math,jwozniak,Java 8,171,0,OK
51430588,1082,1552865688,2147483647,E,2000,binary search-dp-greedy,Andres1,Java 8,202,16281600,OK
51283709,1082,1552543121,2147483647,E,2000,binary search-dp-greedy,aminul,Java 8,140,17817600,OK
50810540,1082,1551774690,2147483647,A,1200,math,kissscreen,Java 8,140,0,OK
50636045,1082,1551441105,2147483647,C,1600,greedy-sortings,satyajiit,Java 8,2000,17612800,TIME_LIMIT_EXCEEDED
50635998,1082,1551441018,2147483647,C,1600,greedy-sortings,satyajiit,Java 8,2000,17715200,TIME_LIMIT_EXCEEDED
50635596,1082,1551440324,2147483647,C,1600,greedy-sortings,satyajiit,Java 8,2000,17715200,TIME_LIMIT_EXCEEDED
50635123,1082,1551439483,2147483647,C,1600,greedy-sortings,satyajiit,Java 8,2000,17612800,TIME_LIMIT_EXCEEDED
50634977,1082,1551439220,2147483647,C,1600,greedy-sortings,satyajiit,Java 8,2000,17612800,TIME_LIMIT_EXCEEDED
50634693,1082,1551438689,2147483647,C,1600,greedy-sortings,satyajiit,Java 8,2000,17612800,TIME_LIMIT_EXCEEDED
50578494,1082,1551295697,2147483647,E,2000,binary search-dp-greedy,Ahmed_Diab,Java 8,498,64000000,OK
50403339,1082,1550949361,2147483647,B,1600,greedy,manar112,Java 8,155,0,OK
50077718,1082,1550448255,2147483647,B,1600,greedy,Ahmed..Adel..Selim,Java 8,124,0,OK
49993401,1082,1550324977,2147483647,D,1800,constructive algorithms-graphs-implementation,woidjoe,Java 8,140,0,OK
49949580,1082,1550237444,2147483647,B,1600,greedy,YamaKasa,Java 8,171,0,OK
49940693,1082,1550222920,2147483647,A,1200,math,YamaKasa,Java 8,171,0,OK
49939995,1082,1550221741,2147483647,D,1800,constructive algorithms-graphs-implementation,kusomushi,Java 8,109,0,OK
49849541,1082,1550023777,2147483647,A,1200,math,vjudge1,Java 8,140,0,OK
49849521,1082,1550023712,2147483647,A,1200,math,ValChB4,Java 8,140,0,OK
49843073,1082,1550000092,2147483647,E,2000,binary search-dp-greedy,krit_patel,Java 8,280,48947200,OK
49836680,1082,1549988933,2147483647,D,1800,constructive algorithms-graphs-implementation,krit_patel,Java 8,140,0,OK
49833643,1082,1549983848,2147483647,B,1600,greedy,Psylocke,Java 8,140,0,OK
49831942,1082,1549981145,2147483647,A,1200,math,Psylocke,Java 8,155,0,OK
49831886,1082,1549981066,2147483647,C,1600,greedy-sortings,krit_patel,Java 8,233,3993600,OK
49828852,1082,1549976364,2147483647,B,1600,greedy,krit_patel,Java 8,139,0,OK
49810881,1082,1549932375,2147483647,A,1200,math,vjudge2,Java 8,140,0,OK
49724165,1082,1549812966,2147483647,A,1200,math,vjudge2,Java 8,124,0,OK
49723682,1082,1549812850,2147483647,A,1200,math,jpcorreap,Java 8,124,0,OK
49681010,1082,1549762738,2147483647,B,1600,greedy,Gr8tor,Java 8,109,0,OK
49680664,1082,1549760052,2147483647,C,1600,greedy-sortings,Gr8tor,Java 8,233,4300800,OK
49680182,1082,1549757194,2147483647,C,1600,greedy-sortings,Gr8tor,Java 8,2000,14438400,TIME_LIMIT_EXCEEDED
49679863,1082,1549755125,2147483647,C,1600,greedy-sortings,Gr8tor,Java 8,2000,3891200,TIME_LIMIT_EXCEEDED
49669580,1082,1549728557,2147483647,B,1600,greedy,Washoum,Java 8,124,0,OK
49548738,1082,1549509151,2147483647,B,1600,greedy,Harbin,Java 8,124,0,OK
49548391,1082,1549507133,2147483647,A,1200,math,Harbin,Java 8,124,0,OK
49487002,1082,1549348804,2147483647,B,1600,greedy,Kelp,Java 8,140,0,OK
49486412,1082,1549346792,2147483647,B,1600,greedy,Atomwolfie,Java 8,109,0,OK
49486151,1082,1549345902,2147483647,A,1200,math,Atomwolfie,Java 8,140,0,OK
49382200,1082,1549163702,2147483647,A,1200,math,Kelp,Java 8,171,0,OK
49224622,1082,1548883943,2147483647,F,2900,dp-strings-trees,Dukkha,Java 8,140,4710400,OK
49125422,1082,1548714335,2147483647,G,2400,flows-graphs,Dukkha,Java 8,124,0,OK
49115467,1082,1548693923,2147483647,E,2000,binary search-dp-greedy,Dukkha,Java 8,217,11264000,OK
49113668,1082,1548691354,4954,D,1800,constructive algorithms-graphs-implementation,Dukkha,Java 8,109,0,OK
49111859,1082,1548688630,2230,C,1600,greedy-sortings,Dukkha,Java 8,217,0,OK
49111191,1082,1548687644,1244,B,1600,greedy,Dukkha,Java 8,124,0,OK
49110637,1082,1548686912,512,A,1200,math,Dukkha,Java 8,109,0,OK
48947063,1082,1548445700,2147483647,C,1600,greedy-sortings,YousseF_Diaa,Java 8,296,16281600,OK
48890643,1082,1548338177,2147483647,A,1200,math,jatin.jain9414,Java 8,171,0,OK
48699101,1082,1548120733,2147483647,A,1200,math,I.A.K.O.V,Java 8,109,0,OK
48692223,1082,1548095410,2147483647,B,1600,greedy,YousseF_Diaa,Java 8,124,3891200,OK
48690574,1082,1548092070,2147483647,A,1200,math,YousseF_Diaa,Java 8,124,0,OK
48634571,1082,1547992066,2147483647,A,1200,math,tusharjape007,Java 8,155,0,OK
48627802,1082,1547989875,2147483647,A,1200,math,amolpratap007,Java 8,186,0,OK
48547479,1082,1547844207,2147483647,B,1600,greedy,mishagam,Java 8,124,0,OK
48477621,1082,1547697793,2147483647,D,1800,constructive algorithms-graphs-implementation,codeforcessup,Java 8,155,0,OK
48395964,1082,1547487700,2147483647,G,2400,flows-graphs,vjudge4,Java 8,218,0,OK
48304082,1082,1547318224,2147483647,B,1600,greedy,Naman_123,Java 8,124,0,OK
48205853,1082,1547196343,2147483647,D,1800,constructive algorithms-graphs-implementation,dmytro.prytula,Java 8,186,0,OK
48087878,1082,1546949564,2147483647,B,1600,greedy,r_sutaria,Java 8,109,0,OK
48055675,1082,1546862994,2147483647,B,1600,greedy,Pratik_Rajani,Java 8,124,0,OK
48055586,1082,1546862833,2147483647,B,1600,greedy,Pratik_Rajani,Java 8,124,0,OK
48045680,1082,1546828193,2147483647,F,2900,dp-strings-trees,ariel.nowik,Java 8,1435,15052800,OK
48044435,1082,1546819362,2147483647,E,2000,binary search-dp-greedy,benpr99,Java 8,202,19558400,OK
48043920,1082,1546815703,2147483647,G,2400,flows-graphs,benpr99,Java 8,483,0,OK
