id,contestId,creationTimeSeconds,relativeTimeSeconds,problemIndex,problemRating,tags,authorhandle,programmingLanguage,timeConsumedMillis,memoryConsumedBytes
57805404,34,1564153109,2147483647,B,1000,greedy-sortings,Codiing,Java 8,280,0
57726995,34,1564039670,2147483647,B,1000,greedy-sortings,f20180444,Java 8,248,0
57493028,34,1563781352,2147483647,B,1000,greedy-sortings,Abanish,Java 8,280,0
57473881,34,1563738856,2147483647,B,1000,greedy-sortings,Rohinee136,Java 8,278,0
57376049,34,1563626266,2147483647,B,1000,greedy-sortings,Joao_Ribeiro,Java 8,280,0
57120479,34,1563237137,2147483647,A,1100,implementation,mohamedy23,Java 8,248,0
57012530,34,1563098470,2147483647,D,1700,dfs and similar-graphs,Abhinav9297,Java 8,358,0
56991514,34,1563042918,2147483647,B,1000,greedy-sortings,tamaral_jammoul,Java 8,280,0
56879178,34,1562924109,2147483647,B,1000,greedy-sortings,Mahmoud.Osama,Java 8,248,0
56857887,34,1562873861,2147483647,B,1000,greedy-sortings,akshayabcd1234,Java 8,248,0
56819899,34,1562798211,2147483647,A,1100,implementation,Joao_Ribeiro,Java 8,278,0
56758909,34,1562684523,2147483647,A,1100,implementation,tamaral_jammoul,Java 8,278,0
56747369,34,1562667856,2147483647,A,1100,implementation,MoHaMe_KhaLed,Java 8,248,0
56683188,34,1562529513,2147483647,A,1100,implementation,ujjwalsingh30,Java 8,216,0
56599012,34,1562362558,2147483647,A,1100,implementation,sondosjarrarm,Java 8,248,0
56591149,34,1562347807,2147483647,A,1100,implementation,beykus,Java 8,280,0
56489557,34,1562186137,2147483647,B,1000,greedy-sortings,deepaktiwari9898,Java 8,342,0
56484486,34,1562175683,2147483647,D,1700,dfs and similar-graphs,Leks360,Java 8,452,25088000
56361028,34,1561922245,2147483647,A,1100,implementation,mukkuu,Java 8,280,0
56275999,34,1561817840,2147483647,A,1100,implementation,Mahmoud.Osama,Java 8,218,0
56275681,34,1561817194,2147483647,A,1100,implementation,foreverlearner,Java 8,218,0
56263446,34,1561798784,2147483647,A,1100,implementation,Avi_2506,Java 8,218,0
56246802,34,1561758802,2147483647,B,1000,greedy-sortings,The_Dark_Eagle,Java 8,218,0
56041478,34,1561473089,2147483647,B,1000,greedy-sortings,bashar99,Java 8,280,0
55979008,34,1561318136,2147483647,B,1000,greedy-sortings,mukkuu,Java 8,372,0
55974764,34,1561308549,2147483647,B,1000,greedy-sortings,abdallahsameh,Java 8,280,0
55974717,34,1561308457,2147483647,B,1000,greedy-sortings,abdallahsameh,Java 8,248,0
55921970,34,1561189701,2147483647,B,1000,greedy-sortings,shubhampasari,Java 8,278,0
55875069,34,1561136489,2147483647,C,1400,expression parsing-implementation-sortings-strings,thisbeit,Java 8,218,0
55874672,34,1561135843,2147483647,A,1100,implementation,thisbeit,Java 8,218,0
55796113,34,1560964268,2147483647,B,1000,greedy-sortings,sravanthi12,Java 8,280,0
55742025,34,1560931190,2147483647,B,1000,greedy-sortings,gnanipasupula,Java 8,248,0
55727284,34,1560882598,2147483647,B,1000,greedy-sortings,beykus,Java 8,280,0
55613338,34,1560669630,2147483647,B,1000,greedy-sortings,ricz,Java 8,248,0
55541273,34,1560455839,2147483647,C,1400,expression parsing-implementation-sortings-strings,hoffrj,Java 8,310,0
55532481,34,1560435707,2147483647,A,1100,implementation,bencebosko,Java 8,218,0
55526770,34,1560425646,2147483647,B,1000,greedy-sortings,BaaaaaaanTedGuYYYYYYY,Java 8,218,0
55305943,34,1560003928,2147483647,B,1000,greedy-sortings,hctep,Java 8,280,0
55305415,34,1560002893,4693,E,2100,brute force-implementation-math,mennafadali,Java 8,248,0
55305386,34,1560002840,4640,E,2100,brute force-implementation-math,mennafadali,Java 8,218,0
55303751,34,1559999533,1333,D,1700,dfs and similar-graphs,mennafadali,Java 8,171,5222400
55303526,34,1559999136,936,C,1400,expression parsing-implementation-sortings-strings,mennafadali,Java 8,248,0
55303235,34,1559998600,400,B,1000,greedy-sortings,mennafadali,Java 8,248,0
55303122,34,1559998424,224,A,1100,implementation,mennafadali,Java 8,218,0
55193122,34,1559805530,2147483647,B,1000,greedy-sortings,vishal.a.burman23,Java 8,218,0
54992482,34,1559505150,2147483647,B,1000,greedy-sortings,ShridharGoel,Java 8,248,0
54960845,34,1559446694,2147483647,A,1100,implementation,kirtidabas,Java 8,248,0
54912542,34,1559390231,2147483647,B,1000,greedy-sortings,kuxha,Java 8,248,0
54863947,34,1559278118,2147483647,A,1100,implementation,kuxha,Java 8,218,0
