id,contestId,creationTimeSeconds,relativeTimeSeconds,problemIndex,problemRating,tags,authorhandle,programmingLanguage,timeConsumedMillis,memoryConsumedBytes,verdict
57918783,1085,1564370107,2147483647,A,900,implementation-strings,vvenkai,Java 8,109,0,OK
57840609,1085,1564218596,2147483647,B,1200,math,vjudge2,Java 8,124,0,OK
57825261,1085,1564195214,2147483647,B,1200,math,vjudge3,Java 8,155,0,OK
57824768,1085,1564194016,2147483647,B,1200,math,vjudge3,Java 8,1000,0,TIME_LIMIT_EXCEEDED
57824139,1085,1564192502,2147483647,B,1200,math,vjudge4,Java 8,124,0,OK
57824102,1085,1564192425,2147483647,B,1200,math,vjudge5,Java 8,1000,0,TIME_LIMIT_EXCEEDED
57823900,1085,1564191879,2147483647,B,1200,math,vjudge1,Java 8,1000,0,TIME_LIMIT_EXCEEDED
57823671,1085,1564191328,2147483647,B,1200,math,vjudge4,Java 8,1000,0,TIME_LIMIT_EXCEEDED
57823478,1085,1564190838,2147483647,A,900,implementation-strings,vjudge5,Java 8,139,0,OK
57823278,1085,1564190296,2147483647,A,900,implementation-strings,vjudge5,Java 8,139,0,OK
57823239,1085,1564190179,2147483647,A,900,implementation-strings,vjudge2,Java 8,124,0,OK
57625431,1085,1563951041,2147483647,D,1700,constructive algorithms-implementation-trees,snake_123,Java 8,280,21196800,OK
57539080,1085,1563810909,2147483647,D,1700,constructive algorithms-implementation-trees,yaoct,Java 8,374,0,OK
57463079,1085,1563719336,2147483647,B,1200,math,deepaktiwari9898,Java 8,140,0,OK
57462530,1085,1563718514,2147483647,B,1200,math,deepaktiwari9898,Java 8,1000,0,TIME_LIMIT_EXCEEDED
57462081,1085,1563717929,2147483647,B,1200,math,deepaktiwari9898,Java 8,1000,0,TIME_LIMIT_EXCEEDED
57461832,1085,1563717563,2147483647,B,1200,math,deepaktiwari9898,Java 8,1000,0,TIME_LIMIT_EXCEEDED
57267681,1085,1563435982,2147483647,B,1200,math,lawskivsky,Java 8,140,0,OK
57267515,1085,1563435754,2147483647,B,1200,math,lawskivsky,Java 8,1000,0,TIME_LIMIT_EXCEEDED
57266463,1085,1563434452,2147483647,B,1200,math,lawskivsky,Java 8,1000,0,TIME_LIMIT_EXCEEDED
57266056,1085,1563433896,2147483647,B,1200,math,lawskivsky,Java 8,1000,0,TIME_LIMIT_EXCEEDED
57265930,1085,1563433740,2147483647,B,1200,math,lawskivsky,Java 8,1000,0,TIME_LIMIT_EXCEEDED
56742068,1085,1562659701,2147483647,B,1200,math,Akash_UR,Java 8,140,0,OK
56740642,1085,1562657547,2147483647,A,900,implementation-strings,Akash_UR,Java 8,124,0,OK
56357760,1085,1561917061,2147483647,A,900,implementation-strings,beykus,Java 8,124,0,OK
56180641,1085,1561676795,2147483647,A,900,implementation-strings,TheSawan,Java 8,109,0,OK
56179217,1085,1561670856,2147483647,A,900,implementation-strings,vjudge1,Java 8,156,0,OK
56168687,1085,1561649284,2147483647,A,900,implementation-strings,Mahmoud_Bakry_,Java 8,124,0,OK
55407485,1085,1560187595,2147483647,B,1200,math,Dejokz,Java 8,139,0,OK
54971772,1085,1559465708,3608,B,1200,math,spaceout,Java 8,109,0,OK
