id,contestId,creationTimeSeconds,relativeTimeSeconds,problemIndex,problemRating,tags,authorhandle,programmingLanguage,timeConsumedMillis,memoryConsumedBytes
57126178,135,1563251668,2147483647,B,1600,brute force-geometry-math,santoo1234,Java 8,342,0
55957452,135,1561276399,2147483647,C,2000,constructive algorithms-games-greedy,spar5h,Java 8,248,0
54359239,135,1558207675,2147483647,A,1400,greedy-implementation-sortings,bodziozet,Java 8,1184,0
51859429,135,1553603516,2147483647,A,1400,greedy-implementation-sortings,yaminote,Java 8,310,0
51435081,135,1552887748,2147483647,A,1400,greedy-implementation-sortings,Verdusk,Java 8,312,0
46638992,135,1543998681,2147483647,A,1400,greedy-implementation-sortings,yomnaa,Java 8,310,0
42477542,135,1536108864,2147483647,A,1400,greedy-implementation-sortings,S010M,Java 8,404,0
42354392,135,1535874305,2147483647,A,1400,greedy-implementation-sortings,Phi_HaUI,Java 8,1340,0
41650841,135,1534419838,2147483647,A,1400,greedy-implementation-sortings,zephyr_23,Java 8,998,0
41264245,135,1533534879,2147483647,B,1600,brute force-geometry-math,parth_15,Java 8,310,0
39943048,135,1530682307,2147483647,A,1400,greedy-implementation-sortings,ViciousCoder,Java 8,310,0
39817165,135,1530436995,2147483647,A,1400,greedy-implementation-sortings,prashantpiyush,Java 8,342,0
39799387,135,1530365778,2147483647,A,1400,greedy-implementation-sortings,dipankar12,Java 8,342,0
39541670,135,1529757781,2147483647,C,2000,constructive algorithms-games-greedy,rahulDugar,Java 8,280,0
39535840,135,1529741801,2147483647,A,1400,greedy-implementation-sortings,KulikAlex,Java 8,530,0
39245098,135,1528982060,2147483647,B,1600,brute force-geometry-math,bluesky111,Java 8,310,0
39228285,135,1528932616,2147483647,A,1400,greedy-implementation-sortings,bluesky111,Java 8,374,0
39215630,135,1528891496,2147483647,C,2000,constructive algorithms-games-greedy,bluesky111,Java 8,280,0
37350220,135,1523786756,2147483647,A,1400,greedy-implementation-sortings,thestormykid,Java 8,342,20889600
37350193,135,1523786655,2147483647,A,1400,greedy-implementation-sortings,unbeatables,Java 8,342,20889600
37297925,135,1523653176,2147483647,A,1400,greedy-implementation-sortings,Hashim,Java 8,340,20889600
37259437,135,1523562196,2147483647,A,1400,greedy-implementation-sortings,thesparkboy,Java 8,342,20889600
36463032,135,1521659950,2147483647,C,2000,constructive algorithms-games-greedy,Noureldin,Java 8,342,21504000
34931071,135,1517777415,2147483647,A,1400,greedy-implementation-sortings,CharlesDai,Java 8,342,22118400
34327642,135,1516385415,2147483647,A,1400,greedy-implementation-sortings,wrong_lemma,Java 8,310,20889600
34258866,135,1516211608,2147483647,A,1400,greedy-implementation-sortings,parth_15,Java 8,342,20889600
33681855,135,1514394734,2147483647,C,2000,constructive algorithms-games-greedy,ahoho,Java 8,342,21094400
33658433,135,1514329394,2147483647,B,1600,brute force-geometry-math,flyman3046,Java 8,310,20684800
33387143,135,1513616639,2147483647,A,1400,greedy-implementation-sortings,WisdenCoder,Java 8,842,20889600
33209855,135,1513161266,2147483647,A,1400,greedy-implementation-sortings,ashcodish,Java 8,1184,21401600
33013572,135,1512704889,2147483647,A,1400,greedy-implementation-sortings,flyman3046,Java 8,372,20889600
32136422,135,1510137028,2147483647,B,1600,brute force-geometry-math,Omar_Morsi,Java 8,280,0
31982819,135,1509631957,2147483647,A,1400,greedy-implementation-sortings,ShafinKhadem,Java 8,310,0
31968975,135,1509601940,2147483647,C,2000,constructive algorithms-games-greedy,__N__,Java 8,310,0
31704415,135,1508924810,2147483647,A,1400,greedy-implementation-sortings,MQstafa,Java 8,1216,0
31122987,135,1507395219,2147483647,A,1400,greedy-implementation-sortings,sjain281297,Java 8,310,0
28347701,135,1499424528,2147483647,A,1400,greedy-implementation-sortings,adityagupta1089,Java 8,374,20889600
27956974,135,1498105943,2147483647,A,1400,greedy-implementation-sortings,xodiac,Java 8,372,21196800
27711982,135,1497133165,2147483647,A,1400,greedy-implementation-sortings,demonsbane,Java 8,374,5427200
26791032,135,1493665646,2147483647,C,2000,constructive algorithms-games-greedy,Kammola,Java 8,280,20582400
26670517,135,1493151839,2147483647,B,1600,brute force-geometry-math,pitfall,Java 8,248,20582400
26066069,135,1491087275,2147483647,A,1400,greedy-implementation-sortings,shuliqi,Java 8,1248,21196800
25711342,135,1490186655,2147483647,A,1400,greedy-implementation-sortings,venky1001,Java 8,372,20787200
25711231,135,1490186434,2147483647,A,1400,greedy-implementation-sortings,ashwin9686,Java 8,342,20889600
25529334,135,1489602494,2147483647,A,1400,greedy-implementation-sortings,Amore_coder,Java 8,934,20889600
25140812,135,1488434432,2147483647,B,1600,brute force-geometry-math,jwozniak,Java 8,280,20992000
25140752,135,1488434096,2147483647,B,1600,brute force-geometry-math,jwozniak,Java 8,280,21094400
24639946,135,1487034206,2147483647,A,1400,greedy-implementation-sortings,di_halt,Java 8,436,21504000
24562098,135,1486700919,2147483647,B,1600,brute force-geometry-math,di_halt,Java 8,342,20582400
24284149,135,1485848716,2147483647,A,1400,greedy-implementation-sortings,OneClickAC,Java 8,404,20787200
23524789,135,1483479494,2147483647,A,1400,greedy-implementation-sortings,Ahmad,Java 8,468,21913600
23406104,135,1483039321,2147483647,A,1400,greedy-implementation-sortings,Omar_Morsi,Java 8,434,20684800
22824658,135,1481251148,2147483647,A,1400,greedy-implementation-sortings,eightnoteight,Java 8,372,0
22016072,135,1478185914,2147483647,B,1600,brute force-geometry-math,Petruchcho,Java 8,374,0
22015145,135,1478183381,2147483647,A,1400,greedy-implementation-sortings,Sehnsucht,Java 8,436,0
22013992,135,1478180814,2147483647,C,2000,constructive algorithms-games-greedy,Sehnsucht,Java 8,498,204800
21876510,135,1477759062,2147483647,A,1400,greedy-implementation-sortings,HimachalLad,Java 8,342,0
21876453,135,1477758921,2147483647,A,1400,greedy-implementation-sortings,HimachalLad,Java 8,310,0
21779956,135,1477422860,2147483647,A,1400,greedy-implementation-sortings,pitfall,Java 8,404,0
21656130,135,1477105485,2147483647,A,1400,greedy-implementation-sortings,safarisoul,Java 8,372,0
21418219,135,1476432492,2147483647,A,1400,greedy-implementation-sortings,anuj64,Java 8,280,21094400
21418163,135,1476432278,2147483647,A,1400,greedy-implementation-sortings,anuj64,Java 8,436,21401600
21418150,135,1476432201,2147483647,A,1400,greedy-implementation-sortings,anuj64,Java 8,310,21094400
21418109,135,1476432050,2147483647,A,1400,greedy-implementation-sortings,anuj64,Java 8,374,21094400
21418087,135,1476431942,2147483647,A,1400,greedy-implementation-sortings,anuj64,Java 8,560,21196800
21252322,135,1475825792,2147483647,A,1400,greedy-implementation-sortings,shahsaurabh0605,Java 8,372,21094400
20680169,135,1474110265,2147483647,A,1400,greedy-implementation-sortings,Hartha,Java 8,778,0
19596823,135,1470225161,2147483647,A,1400,greedy-implementation-sortings,kuldeeppatel,Java 7,278,0
19200455,135,1468815333,2147483647,A,1400,greedy-implementation-sortings,wonkyoung711,Java 7,1434,0
17261130,135,1460274057,2147483647,A,1400,greedy-implementation-sortings,chrisyhsun,Java 8,1246,0
17012028,135,1459209807,2147483647,C,2000,constructive algorithms-games-greedy,kon0x,Java 8,248,20889600
16934170,135,1458924828,2147483647,C,2000,constructive algorithms-games-greedy,Sumeet.Varma,Java 8,278,20480000
16023146,135,1455478242,2147483647,B,1600,brute force-geometry-math,Mohamed_AboBakr,Java 8,312,0
15771271,135,1454511383,2147483647,A,1400,greedy-implementation-sortings,JohnnyJi,Java 8,312,0
14928586,135,1450805434,2147483647,A,1400,greedy-implementation-sortings,vcfl,Java 8,1152,0
14904684,135,1450644798,2147483647,A,1400,greedy-implementation-sortings,Ahmad_Elsagheer,Java 8,342,0
14904663,135,1450644639,2147483647,A,1400,greedy-implementation-sortings,Ahmad_Elsagheer,Java 8,404,0
14904650,135,1450644571,2147483647,A,1400,greedy-implementation-sortings,Ahmad_Elsagheer,Java 8,904,0
14904619,135,1450644394,2147483647,A,1400,greedy-implementation-sortings,Ahmad_Elsagheer,Java 8,748,0
14771576,135,1449921685,2147483647,A,1400,greedy-implementation-sortings,AJ_Coder,Java 7,716,0
14100257,135,1446792551,2147483647,C,2000,constructive algorithms-games-greedy,KaatheStalker,Java 8,310,0
14090562,135,1446732854,2147483647,C,2000,constructive algorithms-games-greedy,PalmZE,Java 8,280,0
13806905,135,1445598144,2147483647,A,1400,greedy-implementation-sortings,snrahul,Java 7,248,0
13606660,135,1444825387,2147483647,A,1400,greedy-implementation-sortings,atomota,Java 8,1402,0
12906011,135,1441780750,2147483647,A,1400,greedy-implementation-sortings,Trasier,Java 7,248,0
12787263,135,1441017757,2147483647,B,1600,brute force-geometry-math,sweiss,Java 8,248,0
12592988,135,1439923960,2147483647,E,2800,combinatorics,mz_observer,Java 8,312,0
12592946,135,1439923695,2147483647,E,2800,combinatorics,mz_observer,Java 8,951,0
12550953,135,1439660779,2147483647,C,2000,constructive algorithms-games-greedy,alibaba,Java 7,156,0
12295098,135,1438365561,2147483647,A,1400,greedy-implementation-sortings,2468,Java 8,342,0
12244077,135,1438023453,2147483647,A,1400,greedy-implementation-sortings,.tx,Java 8,342,0
12125708,135,1437372345,2147483647,A,1400,greedy-implementation-sortings,bharanikrishna7,Java 8,624,0
12124511,135,1437360527,2147483647,A,1400,greedy-implementation-sortings,00h00h00h,Java 8,310,0
12110597,135,1437252795,2147483647,A,1400,greedy-implementation-sortings,TWO_POINTER,Java 8,1184,0
11770474,135,1435310120,2147483647,A,1400,greedy-implementation-sortings,nguyenmanhphuc,Java 7,622,0
11574912,135,1434235939,2147483647,B,1600,brute force-geometry-math,tempTest1,Java 7,186,0
11573781,135,1434227294,2147483647,A,1400,greedy-implementation-sortings,Abkreno94,Java 8,342,716800
11332887,135,1432816743,2147483647,A,1400,greedy-implementation-sortings,turmoil,Java 8,342,0
11274153,135,1432620720,2147483647,A,1400,greedy-implementation-sortings,Amr_Hassan,Java 7,280,0
11140838,135,1432016355,2147483647,B,1600,brute force-geometry-math,poikniok,Java 8,248,0
11140673,135,1432014669,2147483647,B,1600,brute force-geometry-math,poikniok,Java 8,248,0
10990640,135,1430683087,2147483647,A,1400,greedy-implementation-sortings,sweiss,Java 8,372,0
10958673,135,1430450766,2147483647,B,1600,brute force-geometry-math,xiaowuc1,Java 7,186,47718400
10546494,135,1427929088,2147483647,D,2400,brute force-dfs and similar-implementation,A.Elahi,Java 8,810,33177600
10510045,135,1427590114,2147483647,A,1400,greedy-implementation-sortings,Badry,Java 7,1122,0
10429422,135,1427265289,2147483647,B,1600,brute force-geometry-math,Phicar,Java 7,248,0
10427717,135,1427236315,2147483647,A,1400,greedy-implementation-sortings,Phicar,Java 7,310,2150400
10427712,135,1427236270,2147483647,A,1400,greedy-implementation-sortings,Steve9502,Java 7,310,2150400
9958503,135,1424601674,2147483647,B,1600,brute force-geometry-math,YakutovDmitriy,Java 8,248,0
9924923,135,1424345018,2147483647,A,1400,greedy-implementation-sortings,Eran,Java 8,654,0
9773500,135,1423416360,2147483647,A,1400,greedy-implementation-sortings,AStepanov,Java 8,342,0
9452825,135,1421532302,2147483647,A,1400,greedy-implementation-sortings,AIDOS,Java 7,310,0
9441855,135,1421400512,2147483647,B,1600,brute force-geometry-math,upsolving,Java 7,186,0
9390242,135,1420786600,2147483647,A,1400,greedy-implementation-sortings,AbdelrahmanAsal,Java 6,872,0
9390239,135,1420786587,2147483647,A,1400,greedy-implementation-sortings,AbdelrahmanAsal,Java 6,904,0
9369898,135,1420524249,2147483647,D,2400,brute force-dfs and similar-implementation,AlexFetisov,Java 8,434,29798400
9369634,135,1420519085,3425,C,2000,constructive algorithms-games-greedy,AlexFetisov,Java 8,280,0
9369549,135,1420516669,1009,B,1600,brute force-geometry-math,AlexFetisov,Java 8,312,0
9369516,135,1420516021,361,A,1400,greedy-implementation-sortings,AlexFetisov,Java 8,342,0
9262661,135,1419470958,2147483647,A,1400,greedy-implementation-sortings,poikniok,Java 8,342,0
9262646,135,1419470793,2147483647,A,1400,greedy-implementation-sortings,poikniok,Java 8,342,0
9184361,135,1418892398,2147483647,A,1400,greedy-implementation-sortings,M_W,Java 7,1590,0
8990355,135,1417779973,2147483647,A,1400,greedy-implementation-sortings,robert_nabil20022002,Java 7,966,2764800
8474717,135,1414623416,2147483647,A,1400,greedy-implementation-sortings,tomash_em,Java 7,342,4915200
8460073,135,1414518346,2147483647,B,1600,brute force-geometry-math,alibaba,Java 8,498,2560000
8081376,135,1412464448,2147483647,B,1600,brute force-geometry-math,miguelmaurizio,Java 7,154,0
8069411,135,1412346734,2147483647,A,1400,greedy-implementation-sortings,NoCakeNoCode,Java 7,1152,512000
