id,contestId,creationTimeSeconds,relativeTimeSeconds,problemIndex,problemRating,tags,authorhandle,programmingLanguage,timeConsumedMillis,memoryConsumedBytes,verdict
57877794,1054,1564294883,2147483647,D,1900,greedy-implementation,Sasuke-u,Java 8,265,11878400,OK
57761341,1054,1564078088,1928,C,1400,constructive algorithms-implementation,MagentaCobra,Java 8,124,0,OK
57760492,1054,1564076951,791,A,800,implementation,MagentaCobra,Java 8,124,0,OK
57760179,1054,1564076522,362,B,1100,implementation,MagentaCobra,Java 8,140,2048000,OK
57298238,1054,1563482737,2147483647,D,1900,greedy-implementation,RVG,Java 8,686,9420800,OK
56854239,1054,1562865908,2147483647,B,1100,implementation,Dejokz,Java 8,139,2048000,OK
56181049,1054,1561678678,2147483647,B,1100,implementation,TheSawan,Java 8,139,7168000,OK
54844961,1054,1559222743,2147483647,A,800,implementation,Ikari_stream,Java 8,124,0,OK
54815731,1054,1559159089,2147483647,A,800,implementation,vaibhavmittal5,Java 8,139,0,OK
54753977,1054,1559052568,2147483647,A,800,implementation,hctep,Java 8,140,0,OK
54222595,1054,1557980877,2147483647,C,1400,constructive algorithms-implementation,jebaited,Java 8,140,0,OK
53870755,1054,1557305134,2147483647,A,800,implementation,Ler4ik,Java 8,140,0,OK
53719077,1054,1556916761,2147483647,E,2400,constructive algorithms-implementation-math,cplayer,Java 8,514,79257600,OK
53719028,1054,1556916627,2147483647,E,2400,constructive algorithms-implementation-math,cplayer,Java 8,498,79155200,OK
53718973,1054,1556916490,2147483647,E,2400,constructive algorithms-implementation-math,cplayer,Java 8,1000,77414400,TIME_LIMIT_EXCEEDED
53718920,1054,1556916331,2147483647,E,2400,constructive algorithms-implementation-math,cplayer,Java 8,1000,77516800,TIME_LIMIT_EXCEEDED
53718872,1054,1556916199,2147483647,E,2400,constructive algorithms-implementation-math,cplayer,Java 8,514,79257600,OK
53718620,1054,1556915560,2147483647,E,2400,constructive algorithms-implementation-math,cplayer,Java 8,530,80691200,OK
53718327,1054,1556914885,2147483647,E,2400,constructive algorithms-implementation-math,cplayer,Java 8,1000,79564800,TIME_LIMIT_EXCEEDED
53718161,1054,1556914459,2147483647,E,2400,constructive algorithms-implementation-math,cplayer,Java 8,1000,29184000,TIME_LIMIT_EXCEEDED
53718104,1054,1556914332,2147483647,E,2400,constructive algorithms-implementation-math,cplayer,Java 8,1000,27136000,TIME_LIMIT_EXCEEDED
53717943,1054,1556913968,2147483647,E,2400,constructive algorithms-implementation-math,cplayer,Java 8,1000,26214400,TIME_LIMIT_EXCEEDED
53717564,1054,1556913122,2147483647,E,2400,constructive algorithms-implementation-math,cplayer,Java 8,1000,26521600,TIME_LIMIT_EXCEEDED
53717324,1054,1556912612,2147483647,E,2400,constructive algorithms-implementation-math,cplayer,Java 8,1000,27340800,TIME_LIMIT_EXCEEDED
53717254,1054,1556912460,2147483647,E,2400,constructive algorithms-implementation-math,cplayer,Java 8,1000,27340800,TIME_LIMIT_EXCEEDED
53606067,1054,1556706419,2147483647,B,1100,implementation,nurdtechie98,Java 8,233,0,OK
53605568,1054,1556705419,2147483647,A,800,implementation,nurdtechie98,Java 8,140,0,OK
52469743,1054,1554659310,2147483647,A,800,implementation,pranjaln_,Java 8,155,0,OK
51400543,1054,1552806368,2147483647,A,800,implementation,Yukimoto,Java 8,109,0,OK
51361330,1054,1552721219,2147483647,A,800,implementation,kissscreen,Java 8,124,0,OK
50644358,1054,1551453167,2147483647,C,1400,constructive algorithms-implementation,_ZZOL_,Java 8,171,0,OK
50643896,1054,1551452679,2147483647,B,1100,implementation,_ZZOL_,Java 8,249,0,OK
50640104,1054,1551447278,2147483647,A,800,implementation,_ZZOL_,Java 8,140,0,OK
50296138,1054,1550781630,2147483647,B,1100,implementation,-f00-,Java 8,140,2048000,OK
50295393,1054,1550779401,2147483647,A,800,implementation,-f00-,Java 8,109,0,OK
49905759,1054,1550145167,2147483647,A,800,implementation,KaungKhantThar,Java 8,140,0,OK
49194331,1054,1548841208,2147483647,D,1900,greedy-implementation,AJ47,Java 8,389,27852800,OK
48538134,1054,1547824670,2147483647,B,1100,implementation,jheel4,Java 8,280,0,OK
48522502,1054,1547795696,2147483647,A,800,implementation,abhinavsharma629,Java 8,140,0,OK
48465673,1054,1547658415,2147483647,A,800,implementation,manikasharma09,Java 8,140,0,OK
48172596,1054,1547106005,2147483647,B,1100,implementation,I.A.K.O.V,Java 8,140,2048000,OK
48029481,1054,1546774119,2147483647,A,800,implementation,ayushkesarwani1000,Java 8,140,0,OK
47977069,1054,1546706673,2147483647,A,800,implementation,grindthecode,Java 8,140,0,OK
47494651,1054,1545747464,2147483647,A,800,implementation,GlorD,Java 8,140,0,OK
47396855,1054,1545565611,2147483647,A,800,implementation,CharlesDai,Java 8,109,0,OK
47378477,1054,1545505401,2147483647,B,1100,implementation,Anonymous9,Java 8,233,0,OK
47262737,1054,1545224607,2147483647,C,1400,constructive algorithms-implementation,abhi2601,Java 8,124,0,OK
47258151,1054,1545218118,2147483647,B,1100,implementation,abhi2601,Java 8,140,0,OK
47256665,1054,1545216208,2147483647,A,800,implementation,abhi2601,Java 8,124,0,OK
47244332,1054,1545194437,2147483647,A,800,implementation,zxzxzx0119,Java 8,139,0,OK
47240985,1054,1545183466,2147483647,A,800,implementation,Mohamed_Saad62,Java 8,140,0,OK
47240841,1054,1545182850,2147483647,A,800,implementation,Mohamed_Saad62,Java 8,140,0,OK
46790788,1054,1544343532,2147483647,A,800,implementation,ghangh,Java 8,140,0,OK
46771701,1054,1544289666,8766,B,1100,implementation,Mackenzie,Java 8,1000,0,TIME_LIMIT_EXCEEDED
46771621,1054,1544289497,8597,B,1100,implementation,Mackenzie,Java 8,1000,0,TIME_LIMIT_EXCEEDED
46771528,1054,1544289322,8422,B,1100,implementation,Mackenzie,Java 8,1000,0,TIME_LIMIT_EXCEEDED
46767968,1054,1544282479,1579,A,800,implementation,Mackenzie,Java 8,139,0,OK
46507018,1054,1543750660,2147483647,A,800,implementation,poikniok,Java 8,109,0,OK
46372409,1054,1543509272,2147483647,A,800,implementation,anoosha187,Java 8,140,0,OK
46345627,1054,1543427882,2147483647,B,1100,implementation,stolis,Java 8,234,0,OK
46275624,1054,1543317659,2147483647,A,800,implementation,masuod_ml,Java 8,140,0,OK
46116956,1054,1542982957,2147483647,A,800,implementation,Krukrukruzhka,Java 8,140,0,OK
45982129,1054,1542678026,2147483647,B,1100,implementation,GiantTornado,Java 8,140,0,OK
45980833,1054,1542668951,2147483647,E,2400,constructive algorithms-implementation-math,baobab,Java 8,467,32358400,OK
45803040,1054,1542378153,2147483647,A,800,implementation,yuttapichai.ke,Java 8,139,0,OK
45794032,1054,1542359726,2147483647,A,800,implementation,MJA,Java 8,139,0,OK
45793243,1054,1542357858,2147483647,A,800,implementation,Jesa,Java 8,140,0,OK
45687408,1054,1542136262,2147483647,A,800,implementation,bolon98,Java 8,140,0,OK
